11.38583403,-1,13.0167898,3.865976651,1.696611896,0.806610053,5.325146609,2.429164011,3.468311449,2.295095512,1,4.551956364,3.837914854,2.612262078
14.66140422,-1.29012565,16.33772968,4.418183482,2.244475847,1.091817929,11.8829772,4.573438676,5.740692829,3.836291598,1.394424448,7.103863737,5.078881274,4.165006815
19.17342027,-1.481677845,20.73902558,5.206543954,2.752072453,1.532867171,16.77217678,7.347813421,8.709221725,5.962640576,1.639926571,10.32664227,6.54901027,6.894138244
23.93914777,-1.571786841,25.14173193,5.833556813,3.21959081,2.023413742,21.96055479,10.85906605,12.29265394,8.838081496,1.783198821,14.0558493,8.011467756,10.57062638
28.90036522,-1.606494796,29.55592054,6.204763576,3.688204604,2.565528942,27.32282791,15.13622434,16.45654885,12.65416338,1.855049399,18.12767929,9.395879958,15.23946329
33.81718065,-1.609104122,33.74556341,6.734357886,4.164963943,3.143797284,32.69238569,19.84380402,20.81071851,17.04843927,1.85275472,22.29957467,10.63740086,20.58212917
38.6976671,-1.59810673,37.74847853,7.369062955,4.642786788,3.762394435,38.36388134,24.97044734,25.46135379,21.95503865,1.815762211,26.6961991,11.76469158,26.59792011
43.82281227,-1.586028046,41.73540971,7.976314411,5.106140257,4.41798444,44.21610696,30.73749982,30.69365439,27.86031712,1.781542607,31.43006916,12.87141116,33.58975518
49.2092248,-1.574439245,45.69497956,8.556357925,5.552686919,5.104059858,50.1772651,37.12506378,36.54144708,34.84489001,1.750029477,36.48013656,13.95620388,41.58155794
54.87226626,-1.563948334,49.59527986,9.108826008,5.980343843,5.813917588,56.09342588,44.10230197,43.03200163,42.96074939,1.720806783,41.82392848,15.00880297,50.57417844
60.62550497,-1.553014368,54.1941895,9.851901642,6.572673785,6.649776601,63.04349683,51.60110177,49.07828071,50.86664681,1.677136326,47.48510792,16.28160409,60.04369673
66.26694519,-1.541325585,59.592848,10.81092461,7.367758858,7.641950931,71.4948445,59.56864181,54.18824381,57.94775163,1.628052284,53.38326783,17.80704646,69.86060964
72.90078155,-1.537128885,65.61233794,11.92608752,8.267917793,8.732997677,79.64408297,68.02961627,59.83955749,65.11222042,1.592070091,59.89432841,19.5019465,79.65571332
79.26027089,-1.529123828,71.44771444,13.00153725,9.170292357,9.852940681,87.99470761,76.71248295,65.28597959,72.35460352,1.565243967,66.35422028,21.13416291,89.89092694
85.5118181,-1.520851409,77.19609313,14.06147275,10.08542432,11.00313628,96.43766692,85.56553021,70.59116048,79.58025179,1.544378047,72.80259871,22.73371374,100.4126835
91.74896848,-1.513451605,82.90714422,15.11920838,11.01885205,12.18228801,104.887118,94.53064742,75.78379644,86.70586126,1.527532246,79.2513456,24.31604961,111.0829827
98.0245562,-1.507142937,88.60554998,16.18208502,11.97337132,13.38779785,113.272552,103.5490281,80.87464767,93.65984624,1.513511081,85.69806381,25.88901751,121.7760573
104.3687311,-1.501825285,94.3027266,17.25419484,12.95033622,14.61658561,121.536128,112.5647484,85.86579239,100.382593,1.501562758,92.13387396,27.45639963,132.3769798
110.7991939,-1.497319422,100.0034527,18.33792088,13.95041034,15.86558099,129.6309512,121.5269298,90.75580691,106.8263355,1.491200994,98.54787372,29.01990718,142.7811622
117.3270354,-1.493453956,105.7096184,19.43481057,14.97399999,17.13201309,137.5198772,130.3909595,95.54261282,112.9547185,1.48210004,104.9296295,30.58030568,152.8943318
123.8519081,-1.489665998,111.4953369,20.55401443,16.00367712,18.4479864,145.4380063,139.9080104,100.7548635,119.4290809,1.476798264,111.7899093,32.14706331,163.5041138
130.3391971,-1.485965257,117.3872415,21.69949777,17.03252208,19.82657581,153.4530852,150.3759567,106.583786,126.4752015,1.474262848,119.329303,33.72348501,174.8791836
136.879283,-1.482791881,123.3271863,22.86591814,18.07477673,21.24037405,161.3301852,161.1603891,112.6054699,134.4501478,1.474251031,127.1397019,35.30242056,186.2557808
143.4898227,-1.480051285,129.309576,24.0536324,19.13313557,22.68508486,169.029533,172.1517507,118.7611319,142.6191952,1.472705034,135.1621397,36.88355677,197.4623208
150.1844468,-1.477657675,135.334977,25.2638346,20.20974113,24.15874909,176.5290817,183.2834893,125.0209168,150.8687494,1.470071667,143.3663191,38.467709,208.3749567
156.9833939,-1.475568352,141.4175352,26.49998148,21.30730922,25.66216766,183.8309343,194.5309518,131.3815083,159.1480305,1.466824353,151.7475929,40.05910906,218.9193445
163.93323,-1.473824166,147.592142,27.76732314,22.42690679,27.20387352,190.9806494,205.935726,137.8523324,167.5522203,1.463633773,160.3044054,41.66703121,229.0222883
171.3956858,-1.473290245,154.2614511,29.14311412,23.62172918,28.83416131,198.477771,218.0948474,144.8685875,176.4956793,1.461646809,169.4519997,43.40793565,239.5176088
179.2159021,-1.472896993,161.2574079,30.59372326,24.86823233,30.53335578,206.1472332,230.7425858,152.2323221,185.8205097,1.459793505,179.0037714,45.23301019,250.0075319
187.3579796,-1.472451436,168.5457578,32.11258479,26.16305109,32.29668486,213.966208,243.8095784,159.9048125,195.4673346,1.457856324,188.926695,47.13272831,260.4216045
195.4610077,-1.471088176,175.7093145,33.62123353,27.45042999,34.05601362,221.3854191,256.7802559,167.5799821,205.0177782,1.454951466,198.7761991,48.99504247,270.2377362
203.3910844,-1.469014065,182.6027228,35.09015464,28.7096117,35.78441892,228.2562772,269.4408437,175.1381999,214.3086468,1.451354346,208.3804519,50.78237213,279.2853027
211.3991427,-1.467222991,189.5290112,36.57497089,29.98181189,37.5302856,235.0249568,282.115116,182.7811114,223.6045027,1.448109673,218.0575225,52.57663456,287.9378963
219.5124378,-1.465673741,196.5188213,38.08211941,31.2725645,39.29966246,241.7303321,294.8259228,190.5269065,232.9177409,1.445147968,227.8466393,54.38557116,296.2312869
